symbol,name,id
'FMER','Firstmerit Corp',481
'FMFC','First M & F Corp',NULL
'FMR','First Mercury Financ',NULL
'FNB','Fnb Corp',7940
'FNBN','F N B Corp N C',NULL
'FNET','Fortunet Inc',NULL
'FNF','Fidelity Natl Title',678955
'FNFG','First Niagara Finl G',9598
'FNLC','First Bancorp Inc Me',8585
'FNLQ','Finlay Enterprises I',NULL
'FNM','Fannie Mae',NULL
'FNSC','First Natl Bancshare',NULL
'FNSR','Finisar Corp',10098
'FNXC','Fonix Corp Del',NULL
'FO','Fortune Brands Inc',NULL
'FOE','Ferro Corp',6319
'FOH','Fredericks Hollywood Gr',NULL
'FOLD','Amicus Therapeutics Inc',375465
'FONR','Fonar Corp',1187
'FOOD','Vaughan Foods Inc',NULL
'FOR','Forestar Real Estate Gr',754079
'FORD','Forward Inds Inc N Y',5550
'FORM','Formfactor Inc',97357
'FORR','Forrester Resh Inc',4741
'FOSL','Fossil Inc',10914
'FPBN','1st Pacific Bank',NULL
'FPFC','First Pl Finl Corp',NULL
'FPIC','Fpic Ins Group Inc',NULL
'FPL','Fpl Group Inc',918194
'FPO','First Potomac Rlty T',418780
'FPP','Fieldpoint Petroleum',9377
'FPTB','First Pactrust Banco',NULL
'FR','First Industrial Rea',2009
'FRBK','Republic First Banco',9420
'FRD','Friedman Inds Inc',10166
'FRE','Freddie Mac',NULL
'FRED','Freds Inc',7690
'FRGB','First Regional Banco',NULL
'FRM','Furmanite Corporation',7371
'FRME','First Merchants Corp',8456
'FRP','Fairpoint Communicat',52399
'FRPT','Force Protection Inc',944700
'FRS','Frischs Restaurants',NULL
'FRT','Federal Realty Invt',7581
'FRX','Forest Labs Inc',NULL
'FRZ','Reddy Ice Hldgs Inc',NULL
'FSBK','First South Bancorp',2023
'FSCI','Fisher Cos Inc',NULL
'FSGI','First Sec Group Inc',85698
'FSII','Fsi Intl Inc',NULL
'FSLR','First Solar Inc',612718
'FSNM','First St Bancorporat',NULL
'FSNN','Fusion Telecomm Intl',157015
'FSP','Franklin Street Ppty',85848
'FSR','Flagstone Reinsurance H',NULL
'FSS','Federal Signal Corp',5234
'FST','Forest Oil Corp',NULL
'FSTF','First St Finl Corp F',625531
'FSTR','Foster L B Co',9710
'FSYS','Fuel Sys Solutions I',713520
'FTBK','Frontier Finl Corp Wash',NULL
'FTEK','Fuel-Tech N V',3323
'FTI','Fmc Technologies Inc',84192
'FTK','Flotek Inds Inc Del',10317
'FTNT','Fortinet Inc',592969
'FTO','Frontier Oil Corp',NULL
'FTR','Frontier Communications',1735
'FTWR','Fibertower Corp',NULL
'FUEL','Smf Energy Corporation',817197
'FUL','Fuller H B Co',8424
'FULT','Fulton Finl Corp Pa',4867
'FUN','Cedar Fair L P',6288
'FUNC','First Utd Corp',4990
'FUR','Winthrop Rlty Tr',5499
'FVE','Five Star Quality Ca',91013
'FWRD','Forward Air Corp',11324
'FXCB','Fox Chase Bancorp',823688
'FXEN','Fx Energy Inc',9227
'FXRE','Fx Real Estate',NULL
'G','Genpact Limited',743789
'GABC','German Amern Bancorp',8579
'GAIA','Gaiam Inc',4548
'GAP','Great Atl & Pac Tea',NULL
'GAS','Nicor Inc',6562
'GB','Greatbatch Inc',76381
'GBCI','Glacier Bancorp Inc',670
'GBE','Grubb & Ellis Co',NULL
'GBH','Green Builders Inc',NULL
'GBL','Gamco Investors Inc',364
'GBNK','Guaranty Bancorp Del',673793
'GBX','Greenbrier Cos Inc',4487
'GCA','Global Cash Access H',NULL
'GCFB.D','Granite City Food & Bre',NULL
'GCI','Gannett Inc',960117
'GCO','Genesco Inc',494
'GCOM','Globecomm Systems In',NULL
'GD','General Dynamics Cor',8084
'GDI','Gardner Denver Machy',NULL
'GDP','Goodrich Pete Corp',1282
'GDTI','Guardian Technologie',NULL
'GE','General Elec Co',3994
'GEF','Greif Inc',3269
'GEL','Genesis Energy L P',831
'GENC','Gencor Inds Inc',23964
'GENZ','Genzyme Corp',NULL
'GEO','Geo Group Inc',6770
'GEOI','Georesources Inc',NULL
'GEOY','Geoeye Inc',NULL
'GERN','Geron Corp',11441
'GES','Guess Inc',473
'GET','Gaylord Entmt Co New',NULL
'GETA','Genta Inc',NULL
'GFF','Griffon Corp',6455
'GFG','Guaranty Finl Group Inc',NULL
'GFIG','Gfi Group Inc',639429
'GGC','Georgia Gulf Corp',NULL
'GGG','Graco Inc',1519
'GGOX','Gigoptix Inc',NULL
'GGP','General Growth Pptys',832976
'GHDX','Genomic Health Inc',105082
'GHL','Greenhill & Co Inc',626698
'GHM','Graham Corp',3652
'GIA','Gulfstream Intl Group I',NULL
'GIFI','Gulf Island Fabricat',3398
'GIGA','Giga Tronics Inc',195
'GIII','G-Iii Apparel Group',7297
'GILD','Gilead Sciences Inc',7556
'GIS','General Mls Inc',10483
'GKK','Gramercy Cap Corp',NULL
'GKSR','G & K Svcs Inc',NULL
'GLBC','Global Crossing Ltd',NULL
'GLBL','Global Inds Ltd',964760
'GLDC','Golden Enterprises',10286
'GLDD','Great Lakes Dredge &',719137
'GLF','Gulfmark Offshore In',4459
'GLG','Glg Partners Inc',NULL
'GLOI','Globaloptions Group Inc',NULL
'GLP','Global Partners Lp',673344
'GLRE','Greenlight Capital Re L',731760
'GLT','Glatfelter P H Co',5972
'GLUU','Glu Mobile Inc',712480
'GLW','Corning Inc',4903
'GMCR','Green Mtn Coffee Roa',3184
'GME','Gamestop Corp New',674987
'GMET','Geomet Inc Del',699003
'GMO','General Moly Inc',613435
'GMR','General Maritime Corp N',NULL
'GMT','Gatx Corp',8426
'GMTC','Gametech Internation',NULL
'GMTN','Gander Mountain Co',NULL
'GMXR','Gmx Res Inc',NULL
'GNCM.A','General Communicatio',NULL
'GNET','Global Traffic Netwo',NULL
'GNH','Global Energy Hldgs Gro',NULL
'GNK','Genco Shipping & Tra',673159
'GNTX','Gentex Corp',1895
'GNVC','Genvec Inc',52256
'GNW','Genworth Finl Inc',615960
'GOK','Geokinetics Inc',NULL
'GOLF','Golfsmith Intl Holdi',NULL
'GOOD','Gladstone Coml Corp',410585
'GOOG','Google Inc',633170
'GORX','Geopharma Inc',NULL
'GOV','Government Pptys Income',798359
'GPC','Genuine Parts Co',3812
'GPI','Group 1 Automotive I',8583
'GPIC','Gaming Partners Intl',2697
'GPK','Graphic Packaging Hldg',755802
'GPN','Global Pmts Inc',79255
'GPOR','Gulfport Energy Corp',5039
'GPR','Geopetro Resources C',NULL
'GPRE','Green Plains Renewab',658176
'GPRO','Gen-Probe Inc New',837601
'GPS','Gap Inc',5266
'GPX','Gp Strategies Corp',10338
'GR','Goodrich B F Co',NULL
'GRA','Grace W R & Co Del N',49778
'GRAN','Bank Granite Falls N',NULL
'GRB','Gerber Scientific In',NULL
'GRC','Gorman Rupp Co',1504
'GRH','Greenhunter Energy Inc',754756
'GRIF','Griffin Ld & Nurseri',94
'GRMH','Graymark Healthcare Inc',NULL
'GRMN','Garmin Ltd',79286
'GRNB','Greene Cnty Bancshar',NULL
'GROW','U S Global Invs Inc',597
'GRT','Glimcher Rlty Tr',NULL
'GS','Goldman Sachs Group',11158
'GSAT','Globalstar Inc',715019
'GSB','Globalscape Inc',76115
'GSBC','Great Southn Bancorp',11613
'GSIC','Gsi Commerce Inc',NULL
'GSIT','Gsi Technology',631002
'GSM','Globe Specialty Metals',728726
'GST','Gastar Expl Ltd',775528
'GSX','Gasco Energy Inc',NULL
'GT','Goodyear Tire & Rubr',7599
'GTA','Golf Tr Amer Inc',NULL
'GTCB','Gtc Biotherapeutics Inc',NULL
'GTEC','Global Defense Tech Sys',NULL
'GTF','Cytomedix Inc',NULL
'GTI','Graftech Intl Ltd',NULL
'GTIV','Gentiva Health Servi',NULL
'GTLS','Chart Inds Inc',7819
'GTN','Gray Television Inc',5019
'GTS','Triple-S Mgmt Corp',108376
'GTSI','Gtsi Corp',NULL
'GTXI','Gtx Inc Del',591491
'GTY','Getty Rlty Corp New',3836
'GUID','Guidance Software In',720991
'GV','Goldfield Corp',8762
'GVA','Granite Constr Inc',10707
'GVP','Gse Sys Inc',8989
'GWR','Genesee & Wyo Inc',11978
'GWW','Grainger W W Inc',6523
'GXDX','Genoptix Inc',NULL
'GXP','Great Plains Energy',91171
'GY','Gencorp Inc',NULL
'GYMB','Gymboree Corp',NULL
'H','Hyatt Hotels Corp',809680
'HA','Hawaiian Holdings In',108985
'HAE','Haemonetics Corp',5753
'HAFC','Hanmi Finl Corp',74354
'HAIN','Hain Celestial Group',2462
'HAL','Halliburton Co',4375
'HALL','Hallmark Finl Svcs I',480
'HALO','Halozyme Therapeutic',91019
'HANS','Hansen Nat Corp',NULL
'HAR','Harman Intl Inds Inc',6458
'HARL','Harleysville Svgs Fi',73621
'HAS','Hasbro Bradley Inc',3672
'HAST','Hastings Entmt Inc',NULL
'HAUP','Hauppague Digital In',10893
'HAYN','Haynes International',30258
'HBAN','Huntington Bancshare',11249
'HBCP','Home Bancorp Inc',780258
'HBE','Henry Bros Electroni',NULL
'HBHC','Hancock Hldg Co',6077
'HBI','Hanesbrands Inc',709744
'HBIO','Harvard Bioscience I',79504
'HBNC','Horizon Bancorp Ind',5271
'HBNK','Hampden Bancorp Inc',NULL
'HCBK','Hudson City Bancorp',8339
'HCC','Hcc Ins Hldgs Inc',1744
'HCCI','Heritage Crystal Clean',747773
'HCII','Homeowners Choice Inc',NULL
'HCKT','Hackett Group Inc',3515
'HCN','Health Care Reit Inc',278
'HCP','Hcp Inc',10122
'HCSG','Health Care Group In',10882
'HD','Home Depot Inc',9901
'HDIX','Home Diagnostics Inc',NULL
'HDNG','Hardinge Inc',3329
'HDSN','Hudson Technologies',11790
'HDY','Hyperdynamics Corp',NULL
'HE','Hawaiian Elec Indust',4310
'HEB','Hemispherx Biopharma',9245
'HEES','H & E Equipment Serv',687973
'HEI.A','Heico Corp New',687973
'HELE','Helen Of Troy Corp L',11502
'HEOP','Heritage Oaks Bancor',8278
'HEP','Holly Energy Partner',627032
'HEPH','Hollis-Eden Pharmace',NULL
'HERO','Hercules Offshore In',NULL
'HES','Hess Corp',4416
'HEV','Ener1 Inc',NULL
'HEW','Hewitt Assocs Inc',NULL
'HEWA','Healthwarehouse.Com',5961
'HF','Hff Inc',725896
'HFWA','Heritage Finl Corp W',1786
'HGG','Hhgregg Inc',741475
'HGIC','Harleysville Group I',NULL
'HGR','Hanger Orthopedic Gr',2391
'HGRD','Health Grades Inc',NULL
'HGSI','Human Genome Science',NULL
'HGT','Hugoton Rty Tr Tex',57030
'HH','Hooper Holmes Inc',4679
'HHGP','Hudson Highland Grou',NULL
'HHS','Harte-Hanks Inc',2826
'HI','Hillenbrand Inc',761243
'HIBB','Hibbett Sports Inc',2428
'HIG','Hartford Finl Svcs G',11370
'HIL','Hill International I',632454
'HILL','Dot Hill Sys Corp',1375
'HITK','Hi-Tech Pharmacal In',NULL
'HITT','Hittite Microwave Co',NULL
'HIW','Highwoods Pptys Inc',8694
'HK','Petrohawk Energy Cor',626974
'HKN','Hkn Inc',NULL
'HL','Hecla Mng Co',10639
'HLCS','Helicos Biosciences Cor',NULL
'HLF','Herbalife Ltd',376840
'HLIT','Harmonic Lightwaves',8601
'HLS','Healthsouth Corp',8449
'HLX','Helix Energy Solutio',5072
'HLYS','Heelys Inc',NULL
'HMA','Health Mgmt Assoc In',NULL
'HME','Home Pptys Inc',7167
'HMN','Horace Mann Educator',3644
'HMNF','Hmn Finl Inc',8236
'HMPR','Hampton Roads Banksh',88216
'HMSY','Hms Hldgs Corp',382312
'HNAB','Hana Biosciences Inc',NULL
'HNBC','Harleysville Natl Pa',NULL
'HNI','Hni Corp',6373
'HNR','Harvest Natural Reso',4598
'HNSN','Hansen Medical Inc',615515
'HNT','Health Net Inc.',1407
'HNZ','Heinz H J Co',NULL
'HOC','Holly Corp',NULL
'HOFT','Hooker Furniture Cor',58390
'HOG','Harley Davidson Inc',8053
'HOKU','Hoku Scientific Inc',NULL
'HOLL','Hollywood Media Corp',9380
'HOLX','Hologic Inc',45
'HOMB','Home Bancshares Inc',678396
'HOME','Home Fed Bancorp Inc Md',974579
'HOMS','Homeland Sec Cap Corp',8935
'HON','Honeywell Intl Inc',11512
'HOOK','Craft Brewers Alliance',NULL
'HOS','Hornbeck Offshore Sv',91007
'HOT','Starwood Hotels&Reso',18766
'HOTT','Hot Topic Inc',NULL
'HOV','Hovnanian Enterprise',6275
'HP','Helmerich & Payne In',2230
'HPOL','Harris Interactive I',NULL
'HPQ','Hewlett Packard Co',9437
'HPT','Hospitality Pptys Tr',3072
'HPY','Heartland Pmt Sys In',157570
'HQS','Hq Sustainable Marit',NULL
'HR','Healthcare Rlty Tr',2463
'HRB','Block H & R Inc',7387
'HRC','Hill Rom Hldgs Inc',197
'HRG','Harbinger Group Inc',369
'HRL','Hormel Geo A & Co',1054
'HRLY','Herley Inds Inc',NULL
'HRP','Hrpt Pptys Tr',NULL
'HRS','Harris Corp Del',3545
'HRT','Arrhythmia Resh Tech',7961
'HRZ','Horizon Lines Inc',NULL
'HRZB','Horizon Finl Corp Wa',NULL
'HS','Healthspring Inc',NULL
'HSC','Harsco Corp',526
'HSIC','Schein Henry Inc',6732
'HSII','Heidrick & Struggles',4720
'HSKA','Heska Corp',4540
'HSNI','Hsn Inc',778400
'HSP','Hospira Inc',611599
'HST','Host Hotels & Resorts',55643
'HSTM','Healthstream Inc',68207
'HSWI','Hsw International Inc',NULL
'HSY','Hershey Foods Corp',9347
'HT','Hersha Hospitality T',2144
'HTBK','Heritage Commerce Co',8530
'HTCH','Hutchinson Technolog',3406
'HTCO','Hickory Tech Corp',NULL
'HTH','Hilltop Holdings Inc',600798
'HTLD','Heartland Express In',802
'HTLF','Heartland Finl Usa I',7071
'HTM','U S Geothermal Inc',108283
'HTRN','Healthtronics Inc',NULL
'HTS','Hatteras Finl Corp',763517
'HTZ','Hertz Global Holding',710494
'HUB.B','Hubbell Inc',710494
'HUBG','Hub Group Inc',7936
'HUGH','Hughes Communication',NULL
'HUM','Humana Inc',3640
'HUN','Huntsman Corp',656099
'HURC','Hurco Mfg Inc',506
'HURN','Huron Consulting Gro',635178
'HUSA','Houston Amern Energy',89104
'HVT','Haverty Furniture In',593
'HW','Headwaters Inc',3335
'HWAY','Healthways Inc',732
'HWBK','Hawthorn Bancshares Inc',31708
'HWCC','Houston Wire & Cable',703428
'HWFG','Harrington West Finl',NULL
'HWG','Hallwood Group Inc',NULL
'HWK','Hawk Corp',NULL
'HWKN','Hawkins Inc',72
'HXL','Hexcel Corp New',10448
'HYC','Hypercom Corp',NULL
'HYTM','Hythiam Inc',NULL
'HZO','Marinemax Inc',10438
'IAAC','International Assets',NULL
'IACI','Iac Interactivecorp',9592
'IAO','Ia Global Inc',NULL
'IART','Integra Lifesciences',2804
'IBCA','Intervest Bancshares',NULL
'IBCP','Independent Bk Corp',1766
'IBI','Interline Brands Inc',NULL
'IBKC','Iberiabank Corp',10650
'IBKR','Interactive Brokers Gro',727399
'IBM','Intl Business Mchn',10358
'IBNK','Integra Bk Corp',NULL
'IBOC','International Bncshr',11514
'ICAD','Icad Inc',11283
'ICE','Intercontinentalexch',902391
'ICFI','Icf Intl Inc',708482
'ICGE','Internet Cap Group I',NULL
'ICGN','Icagen Inc',NULL
'ICH','Investors Cap Hldgs',NULL
'ICO','International Coal G',NULL
'ICOC','Ico Hldgs Inc',NULL
'ICOG','Ico Global Comm Hldg',NULL
'ICON','Iconix Brand Group I',11178
'ICOP','Icop Digital Inc',NULL
'ICTG','Ict Group Inc',81301
'ICUI','Icu Med Inc',5569
'ICXT','Icx Technologies Inc',NULL
'ID','L-1 Identity Solutio',NULL
'IDA','Idacorp Inc',49834
'IDC','Interactive Data Cor',NULL
'IDCC','Interdigital Inc',750132
'IDIX','Idenix Pharmaceutica',NULL
'IDN','Intelli-Check Inc',6340
'IDRA','Idera Pharmaceutical',10546
'IDSA','Industrial Svcs Amer',1988
'IDSY','I D Systems Inc',5799
'IDT','Idt Corp',9464
'IDTI','Integrated Device Te',5540
'IDXX','Idexx Labs Inc',11057
'IEC','Iec Electrs Corp New',3839
'IEP','Icahn Enterprises Lp',10940
'IESC','Integrated Electrica',6101
'IEX','Idex Corp',3872
'IFC','Irwin Finl Corp',NULL
'IFF','International Flav&F',974
'IFLG','Infologix Inc',NULL
'IFON','Infosonics Corp',618260
'IFSI.A','Interface Flooring',618260
'IG','Igi Inc',8993
'IGOI','Igo Inc',72361
'IGT','International Game',946023
'IGTE','Igate Capital Corp',11654
'IHC','Independence Hldg Co',4000
'IHS','Ihs Inc',663234
'IIG','Imergent Inc',NULL
'III','Information Services',718115
'IIIN','Insteel Inds Inc',5353
'IILG','Interval Leisure Group',778401
'IIN','Intricon Corp',10074
'IIVI','Ii Vi Inc',10223
'IKAN','Ikanos Communication',397850
'ILI','Interleukin Genetics',NULL
'ILMN','Illumina Inc',74858
'IM','Ingram Micro Inc',1411
'IMA','Inverness Med Innova',NULL
'IMGN','Immunogen Inc',7817
'IMKT.A','Ingles Mkts Inc',7817
'IMM','Immtech Intl Inc',NULL
'IMMR','Immersion Corp',8190
'IMMU','Immunomedics Inc',10944
'IMN','Imation Corp',7934
'IMSC','Implant Sciences Cor',10539
'IN','Intermec Inc',NULL
'INAP','Internap Network Svc',9860
'INCB','Indiana Community Banco',NULL
'INCY','Incyte Pharmaceutica',6583
'INDB','Independent Bk Cp Ma',1384
'INDM','United Amer Indemnit',NULL
'INET','Internet Brands Inc',NULL
'INFA','Informatica Corp',NULL
'INFI','Infinity Pharmaceuti',75958
'INFN','Infinera Corporation',106988
'INHX','Inhibitex Inc',NULL
'ININ','Interactive Intellig',852608
'INMD','Integramed Amer Inc',NULL
'INO','Inovio Biomedical Co',1353
'INOC','Innotrac Corp',NULL
'INOD','Innodata Corp',10522
'INPH','Interphase Corp',2990
'INS','Intelligent Sys Corp',6011
'INSM','Insmed Inc',72143
'INSP','Infospace Inc',NULL
'INSU','Insituform Technolog',NULL
'INSV','Insite Vision Inc',5378
'INT','World Fuel Svcs Corp',5017
'INTC','Intel Corp',6850
'INTT','Intest Corp',5431
'INTU','Intuit',7525
'INTX','Intersections Inc',610352
'INUV','Inuvo Inc',2667
'INVC','Innovative Card Tech',652560
'INVE','Scm Microsystems Inc',5735
'INWK','Innerworkings Inc',696885
'INXI','Inx Inc',NULL
'IO','Ion Geophysical Corp',1291
'IP','International Paper',5956
'IPAR','Inter Parfums Inc',9596
'IPAS','Ipass Inc',73785
'IPCC','Infinity Ppty & Cas',382001
'IPCM','Ipc The Hospitalist Co',755803
'IPG','Interpublic Group Co',2893
'IPGP','Ipg Photonics Corp',81515
'IPHS','Innophos Holdings In',715144
'IPI','Intrepid Potash Inc',765516
'IPII','Imperial Inds Inc',NULL
'IPSU','Imperial Sugar Co Ne',NULL
'IPT','Iparty Corp',NULL
'IRBT','Irobot Corp',148691
'IRC','Inland Real Estate C',29535
'IRET','Investors Real Estat',9029
'IRF','International Rectif',NULL
'IRIS','Iris Intl Inc',NULL
'IRIX','Iridex Corp',1525
'IRM','Iron Mtn Inc Del',5806
'IRSN','Irvine Sensors Corp',NULL
'ISBC','Investors Bancorp In',676673
'ISCA','International Speedw',11953
'ISH','International Shipho',9785
'ISIG','Insignia Sys Inc',5895
'ISIL','Intersil Hldg Corp',68997
'ISIS','Isis Pharmaceuticals',6776
'ISLE','Isle Of Capris Casin',675
'ISLN','Isilon Sys Inc',NULL
'ISNS','Image Sensing Sys In',6056
'ISPH','Inspire Pharmaceutic',NULL
'ISR','Isoray Inc',24996
'ISRG','Intuitive Surgical I',51057
'ISSC','Innovative Solutions',75940
'ISSI','Integrated Silicon S',4603
'ISTA','Ista Pharmaceuticals',NULL
'ISYS','Integral Sys Inc Md',NULL
'IT','Gartner Group Inc Ne',9181
'ITC','Itc Hldgs Corp',668827
'ITG','Investment Technolog',4840
'ITI','Iteris Inc',4480
'ITIC','Investors Title Co',2191
'ITMN','Intermune Inc',NULL
'ITRI','Itron Inc',2361
'ITT','Itt Inds Inc Ind',836
'ITW','Illinois Tool Wks In',8745
'IUSA','Infogroup Inc',NULL
'IVA','Valuerich Inc',NULL
'IVAC','Intevac Inc',778
'IVC','Invacare Corp',2835
'IVD','Ivax Diagnostics Inc',NULL
'IVR','Invesco Mortgage Capita',780830
'IVZ','Invesco Ltd',12291
'IWA','Iowa Telecomm Servic',NULL
'IXYS','Ixys Corp',10034
'JACK','Jack In The Box Inc',2518
'JACO','Jaco Electrs Inc',5889
'JAH','Jarden Corp',4744
'JAKK','Jakks Pac Inc',3275
'JAS','Jo-Ann Stores Inc',NULL
'JAV','Javelin Pharmaceutic',NULL
'JAX','J Alexander Corp',948083
'JAZZ','Jazz Pharmaceuticals In',406407
'JBHT','Hunt J B Trans Svcs',10753
'JBL','Jabil Circuit Inc',7246
'JBLU','Jetblue Awys Corp',97488
'JBSS','Sanfilippo John B &',11202
'JBT','John Bean Technologies',777176
'JCG','J Crew Group Inc',NULL
'JCI','Johnson Ctls Inc',5227
'JCOM','J2 Global Communicat',3274
'JCP','Jc Penney Co',95795
'JCS','Communications Sys',951
'JDAS','Jda Software Group I',NULL
'JDSU','Jds Uniphase Corp',NULL
'JEC','Jacobs Engr Group In',8259
'JEF','Jefferies Group Inc',NULL
'JEN','Jennifer Convs Inc',NULL
'JERT','Jer Invt Tr Inc',639942
'JFBI','Jefferson Bancshares',NULL
'JJSF','J & J Snack Foods Co',3496
'JKHY','Henry Jack & Assoc I',7405
'JLI','Jesup & Lamont Inc',NULL
'JLL','Jones Lang Lasalle I',40355
'JMAR','Jmar Inds Inc',NULL
'JMBA','Jamba Inc',664365
'JMP','Jmp Group Inc',648503
'JNJ','Johnson & Johnson',10313
'JNPR','Juniper Networks',4896
'JNS','Janus Cap Group Inc',66794
'JNY','Jones Apparel Group',NULL
'JOB','General Employment',4370
'JOE','St Joe Corp',4511
'JOEZ','Joes Jeans Inc',7853
'JOSB','Jos A Bank Clothiers',NULL
'JOUT','Johnson Outdoors Inc',5905
'JOYG','Joy Global Inc',NULL
'JPM','J P Morgan Chase & C',8702
'JRCC','James River Coal Co',NULL
'JRN','Journal Communicatio',NULL
'JSDA','Jones Soda Co',61252
'JTX','Jackson Hewitt Tax S',NULL
'JVA','Coffee Hldgs Inc',40625
'JW.A','Wiley John & Sons In',40625
'JWN','Nordstrom Inc',3213
'K','Kellogg Co',11580
'KAD','Arcadia Res Inc',NULL
'KAI','Kadant Inc',9850
'KALU','Kaiser Aluminum Corp',2253
'KAMN','Kaman Corp',2143
'KAR','Kar Auction Svcs Inc',768468
'KBAL.B','Kimball Intl Inc',768468
'KBH','Kb Home',8537
'KBR','Kbr Inc',705464
'KBW','Kbw Inc',NULL
'KCI','Kinetic Concepts Inc',NULL
'KCLI','Kansas City Life Ins',1813
'KCP','Cole Kenneth Prodtns',NULL
'KDE','4 Kids Entmt Inc',NULL
'KDN','Kaydon Corp',NULL
'KEG','Key Energy Svcs Inc',6768
'KEI','Keithley Instrs Inc',NULL
'KELY.A','Kelly Svcs Inc',NULL
'KEQU','Kewaunee Scientific',10586
'KERX','Keryx Biopharmaceuti',76329
'KEX','Kirby Expl Co.',6294
'KEY','Keycorp',1080
'KEYN','Keynote Sys Inc',NULL
'KFED','K Fed Bancorp',NULL
'KFFB','Kentucky First Fed B',643203
'KFN','Kkr Financial Hldgs Llc',NULL
'KFRC','Kforce Com Inc',10561
'KFT','Kraft Foods Inc',NULL
'KFY','Korn Ferry Intl',6469
'KG','King Pharmaceuticals',NULL
'KID','Kid Brands Inc',NULL
'KIM','Kimco Realty Corp',6651
'KIRK','Kirklands Inc',51345
'KKD','Krispy Kreme Doughnu',70156
'KLAC','Kla-Tencor Corp',120
'KLIC','Kulicke & Soffa Inds',7576
'KMB','Kimberly Clark Corp',3507
'KMGB','Kmg-B Inc',NULL
'KMP','Kinder Morgan Energy',NULL
'KMR','Kinder Morgan Manage',NULL
'KMT','Kennametal Inc',6828
'KMX','Carmax Inc',105402
'KND','Kindred Healthcare I',4332
'KNDL','Kendle International',NULL
'KNL','Knoll Inc',177
'KNOL','Knology Inc',NULL
'KNOT','Knot Inc',NULL
'KNSY','Kensey Nash Corp',NULL
'KNX','Knight Transn Inc',7180
'KNXA','Kenexa Corp',NULL
'KO','Coca Cola Co',5287
'KOG','Kodiak Oil & Gas Cor',NULL
'KONA','Kona Grill Inc',598218
'KOOL','Thermogenesis Corp',11377
'KOP','Koppers Holdings Inc',664424
'KOPN','Kopin Corp',11881
'KR','Kroger Co',8915
'KRA','Kraton Performance Poly',669290
'KRC','Kilroy Rlty Corp',8343
'KRG','Kite Rlty Group Tr',630275
'KRNY','Kearny Finl Corp',648587
'KRO','Kronos Worldwide Inc',424354
'KS','Kapstone Paper & Pac',672676
'KSP','K Sea Transn Partner',NULL
'KSS','Kohls Corp',5997
'KSU','Kansas City Southn',3234
'KSW','Ksw Inc',NULL
'KSWS','K-Swiss Inc',NULL
'KTCC','Key Tronics Corp',4550
'KTEC','Key Technology Inc',7397
'KTII','K Tron Intl Inc',NULL
'KTOS','Kratos Defense & Sec So',447
'KV.A','K V Pharmaceutical C',447
'KVHI','Kvh Inds Inc',8318
'KWK','Quicksilver Resource',NULL
'KWR','Quaker Chem Corp',8107
'L','Loews Corp',7505
'LAB','Labranche & Co Inc',NULL
'LABC','Louisiana Bancorp Inc',738494
'LABL','Multi Color Corp',10502
'LACO','Lakes Gaming Inc',NULL
'LAD','Lithia Mtrs Inc',10497
'LAKE','Lakeland Inds Inc',8789
'LAMR','Lamar Advertising Co',2692
'LANC','Lancaster Colony Cor',3947
'LAVA','Magma Design Automat',NULL
'LAWE','Law Enforcement Asso',NULL
'LAWS','Lawson Prods Inc',8010
'LAYN','Layne Inc',2381
'LAZ','Lazard Ltd',658380
'LB','La Barge Inc',2220
'LBAI','Lakeland Bancorp Inc',3867
'LBTYA','Liberty Global Inc',901298
'LBY','Libbey Inc',8383
'LCAP.A','Liberty Media Cap',8383
'LCAV','Lca-Vision Inc',NULL
'LCC','U S Airways Group In',NULL
'LCI','Lannet Inc',2781
'LCRD','Lasercard Corp',NULL
'LCRY','Lecroy Corp',NULL
'LCUT','Lifetime Brands Inc',2553
'LDIS','Leadis Technology In',378320
'LDL','Lydall Inc',8032
'LDR','Landauer Inc',4349
'LDSH','Ladish Inc',NULL
'LEAP','Leap Wireless Intl I',NULL
'LECO','Lincoln Elec Hldgs I',2859
'LECT','Lectec Corp',NULL
'LEDR','Market Leader Inc',NULL
'LEE','Lee Enterprises Inc',6132
'LEG','Leggett & Platt Inc',159
'LEGC','Legacy Bancorp Inc',NULL
'LEI','Lucas Energy Inc',655527
'LEN','Lennar Corp- Cl A',29792
'LENQ','Lenox Group Inc',NULL
'LF','Leapfrog Enterprises',108193
'LFUS','Littelfuse Inc',7207
'LG','Laclede Group Inc',80514
'LGCY','Legacy Reserves Lp',704947
'LGN','Lodgian Inc',NULL
'LGND','Ligand Pharmaceutica',5402
'LH','Laboratory Corp Amer',4622
'LHCG','Lhc Group Inc',656239
'LHO','Lasalle Hotel Pptys',2943
'LIFE','Life Technologies Corp',686434
'LII','Lennox Intl Inc',5177
'LIME','Lime Energy Co',67340
'LINC','Lincoln Edl Svcs Cor',668808
'LINE','Linn Energy Llc',676038
'LINT.A','Liberty Media Int',676038
'LION','Fidelity Southn Corp',1521
'LIOX','Lionbridge Technolog',9830
'LIZ','Liz Claiborne',NULL
'LJPC','La Jolla Pharmaceuti',3314
'LKFN','Lakeland Finl Corp',10281
'LKQX','Lkq Corp',NULL
'LL','Lumber Liquidators Hldg',741886
'LLL','L-3 Communications H',7751
'LLNW','Limelight Networks Inc',738679
'LLTC','Linear Technology Co',8922
'LLY','Eli Lilly & Co',6837
